"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";114
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";696
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1050
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";264
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";466
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";382
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";71
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";102
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";122
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";158
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";192
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";112
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";118
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";94
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";659
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";811
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";279
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";367
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";256
"";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";62
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";367
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";352
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";457
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";505
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";293
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";581
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";557
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";2156
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";2305
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";494
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";917
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";984
"";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";340
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";705
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";683
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";848
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";810
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";462
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";868
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";1138
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";4205
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";3167
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";515
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";917
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";829
"";"52 Striesen-Ost";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";271
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";424
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";364
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";384
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";416
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";217
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";947
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";1036
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";2491
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";1962
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";562
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";1142
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";1376
"";"53 Striesen-Süd";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";422
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"00 - 02 Jahre";493
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"03 - 05 Jahre";400
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"06 - 09 Jahre";466
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"10 - 14 Jahre";452
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"15 - 17 Jahre";276
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"18 - 24 Jahre";858
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"25 - 29 Jahre";1144
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"30 - 44 Jahre";2888
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"45 - 59 Jahre";2332
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"60 - 64 Jahre";561
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"65 - 74 Jahre";995
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"75 - 84 Jahre";1975
"";"54 Striesen-West";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"85 Jahre u.älter";440
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";394
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";379
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";450
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";458
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";258
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";500
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";799
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2356
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2133
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";630
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1217
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1479
"";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";325
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";365
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";322
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";460
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";521
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";269
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";863
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";934
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2781
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2516
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";709
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1795
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1633
"";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";305
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"00 - 02 Jahre";392
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"03 - 05 Jahre";389
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"06 - 09 Jahre";449
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"10 - 14 Jahre";531
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"15 - 17 Jahre";317
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"18 - 24 Jahre";839
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"25 - 29 Jahre";883
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"30 - 44 Jahre";2411
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"45 - 59 Jahre";2461
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"60 - 64 Jahre";665
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"65 - 74 Jahre";1572
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"75 - 84 Jahre";1875
"";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"85 Jahre u.älter";533
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";375
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";350
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";409
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";472
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";232
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";698
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";766
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";2232
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2233
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";650
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1480
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";1778
"";"61 Leuben";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";423
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";345
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";307
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";444
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";474
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";314
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";582
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";554
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";2305
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2823
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";747
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1511
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";1512
"";"62 Laubegast";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";309
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";209
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";226
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";369
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";483
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";278
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";354
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";253
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";1465
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";2183
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";520
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";1072
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";967
"";"63 Kleinzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";245
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"00 - 02 Jahre";191
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"03 - 05 Jahre";186
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"06 - 09 Jahre";202
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"10 - 14 Jahre";263
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"15 - 17 Jahre";168
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"18 - 24 Jahre";347
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"25 - 29 Jahre";350
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"30 - 44 Jahre";1236
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"45 - 59 Jahre";1149
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"60 - 64 Jahre";436
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"65 - 74 Jahre";932
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"75 - 84 Jahre";609
"";"64 Großzschachwitz";"StB 6 Leuben";"StB 6 Leuben";"10 StB Leuben";"85 Jahre u.älter";252
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";173
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";193
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";230
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";238
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";141
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";373
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";364
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1124
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1139
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";458
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";895
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";752
"";"71 Prohlis-Nord";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";152
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";212
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";243
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";299
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";342
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";208
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";548
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";509
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1460
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1406
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";595
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";1429
