"Jahr";"Stadtbezirk mit zugeordneten Ortschaften";"Fahrzeugart";"Kraftstoffart";"Schadstoffgruppe für Kraftfahrzeuge (Umwelt-Plakette) nach Feinstaubverordnung";"Anzahl"
"2010";"StB 7 Prohlis";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";103
"2010";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";311
"2010";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";171
"2010";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";431
"2010";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";657
"2010";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";239
"2010";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";15225
"2010";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";74
"2010";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";203
"2010";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1024
"2010";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3232
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";31
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";112
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";215
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";158
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";423
"2010";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";886
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";335
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";25293
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";133
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";373
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1702
"2010";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3934
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";64
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";114
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";405
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";280
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";525
"2010";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";796
"2010";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";15
"2010";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";217
"2010";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";2
"2010";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";11
"2010";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";8
"2010";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";47
"2010";"unbekannt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";3
"2010";"unbekannt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1
"2010";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";35
"2010";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";22
"2010";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";24
"2010";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";17
"2011";"StB 0 Altstadt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";136
"2011";"StB 0 Altstadt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";13976
"2011";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";67
"2011";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";140
"2011";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";691
"2011";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3556
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";29
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";130
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";305
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";243
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";508
"2011";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1200
"2011";"StB 1 Neustadt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";194
"2011";"StB 1 Neustadt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";9882
"2011";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";134
"2011";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";195
"2011";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";906
"2011";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3465
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";29
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";87
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";268
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";124
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";298
"2011";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";888
"2011";"StB 2 Pieschen";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";195
"2011";"StB 2 Pieschen";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";14902
"2011";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";162
"2011";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";244
"2011";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1025
"2011";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3418
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";49
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";115
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";349
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";203
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";558
"2011";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1026
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";193
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";11284
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";61
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";138
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";840
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3076
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";39
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";51
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";292
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";128
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";391
"2011";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";756
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";237
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";11807
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";84
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";213
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";922
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";2862
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";37
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";59
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";332
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";120
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";262
"2011";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";424
"2011";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";326
"2011";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";26075
"2011";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";112
"2011";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";253
"2011";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1420
"2011";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";4730
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";27
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";155
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";181
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";139
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";303
"2011";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";632
"2011";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";156
"2011";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";13512
"2011";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";50
"2011";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";155
"2011";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";764
"2011";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";2084
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";21
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";77
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";195
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";120
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";272
"2011";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";455
"2011";"StB 7 Prohlis";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";205
"2011";"StB 7 Prohlis";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";18143
"2011";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";69
"2011";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";204
"2011";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";994
"2011";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3439
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";30
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";89
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";248
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";168
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";391
"2011";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";826
"2011";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";245
"2011";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";15209
"2011";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";67
"2011";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";166
"2011";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";925
"2011";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3625
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";32
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";90
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";203
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";108
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";353
"2011";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1023
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";337
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";25295
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";110
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";333
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1607
"2011";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";4514
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";60
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";121
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";366
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";253
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";491
"2011";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";933
"2011";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";14
"2011";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";159
"2011";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";1
"2011";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";9
"2011";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";9
"2011";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";47
"2011";"unbekannt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";1
