"Jahr";"Quartal";"Monat";"Herkunftsland_24Auspr";"Herkunftsland_05Auspr";"Herkunftsland_D/A";"Tourismus_Ank¸nfte";"Tourismus_‹bernachtungen"
"2005";"1. Quartal";"02";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";76;161
"2005";"1. Quartal";"02";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";68;149
"2005";"1. Quartal";"03";"Deutschland";"Deutschland";"Deutschland";77275;166193
"2005";"1. Quartal";"03";"Belgien";"Europa ohne Deutschland";"Ausland";352;619
"2005";"1. Quartal";"03";"D‰nemark";"Europa ohne Deutschland";"Ausland";361;846
"2005";"1. Quartal";"03";"Frankreich";"Europa ohne Deutschland";"Ausland";524;1172
"2005";"1. Quartal";"03";"Italien";"Europa ohne Deutschland";"Ausland";881;1414
"2005";"1. Quartal";"03";"Niederlande";"Europa ohne Deutschland";"Ausland";628;1673
"2005";"1. Quartal";"03";"÷sterreich";"Europa ohne Deutschland";"Ausland";971;2192
"2005";"1. Quartal";"03";"Polen";"Europa ohne Deutschland";"Ausland";271;451
"2005";"1. Quartal";"03";"Schweden";"Europa ohne Deutschland";"Ausland";267;499
"2005";"1. Quartal";"03";"Schweiz";"Europa ohne Deutschland";"Ausland";772;1856
"2005";"1. Quartal";"03";"Russland";"Europa ohne Deutschland";"Ausland";273;1077
"2005";"1. Quartal";"03";"Spanien";"Europa ohne Deutschland";"Ausland";338;537
"2005";"1. Quartal";"03";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";255;428
"2005";"1. Quartal";"03";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";725;1720
"2005";"1. Quartal";"03";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";709;1558
"2005";"1. Quartal";"03";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";29;99
"2005";"1. Quartal";"03";"USA";"Amerika";"Ausland";1458;4509
"2005";"1. Quartal";"03";"Kanada";"Amerika";"Ausland";146;239
"2005";"1. Quartal";"03";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";166;321
"2005";"1. Quartal";"03";"China";"Asien";"Ausland";72;163
"2005";"1. Quartal";"03";"Japan";"Asien";"Ausland";1189;2290
"2005";"1. Quartal";"03";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";430;923
"2005";"1. Quartal";"03";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";166;369
"2005";"1. Quartal";"03";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";199;349
"2005";"2. Quartal";"04";"Deutschland";"Deutschland";"Deutschland";93745;201626
"2005";"2. Quartal";"04";"Belgien";"Europa ohne Deutschland";"Ausland";424;893
"2005";"2. Quartal";"04";"D‰nemark";"Europa ohne Deutschland";"Ausland";247;410
"2005";"2. Quartal";"04";"Frankreich";"Europa ohne Deutschland";"Ausland";865;1936
"2005";"2. Quartal";"04";"Italien";"Europa ohne Deutschland";"Ausland";1334;2443
"2005";"2. Quartal";"04";"Niederlande";"Europa ohne Deutschland";"Ausland";764;1802
"2005";"2. Quartal";"04";"÷sterreich";"Europa ohne Deutschland";"Ausland";1051;2652
"2005";"2. Quartal";"04";"Polen";"Europa ohne Deutschland";"Ausland";410;685
"2005";"2. Quartal";"04";"Schweden";"Europa ohne Deutschland";"Ausland";686;850
"2005";"2. Quartal";"04";"Schweiz";"Europa ohne Deutschland";"Ausland";1522;3647
"2005";"2. Quartal";"04";"Russland";"Europa ohne Deutschland";"Ausland";320;573
"2005";"2. Quartal";"04";"Spanien";"Europa ohne Deutschland";"Ausland";350;604
"2005";"2. Quartal";"04";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";328;530
"2005";"2. Quartal";"04";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1271;2737
"2005";"2. Quartal";"04";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1407;2878
"2005";"2. Quartal";"04";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";51;97
"2005";"2. Quartal";"04";"USA";"Amerika";"Ausland";1525;4364
"2005";"2. Quartal";"04";"Kanada";"Amerika";"Ausland";181;409
"2005";"2. Quartal";"04";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";217;471
"2005";"2. Quartal";"04";"China";"Asien";"Ausland";55;129
"2005";"2. Quartal";"04";"Japan";"Asien";"Ausland";1951;3828
"2005";"2. Quartal";"04";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";708;1400
"2005";"2. Quartal";"04";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";171;347
"2005";"2. Quartal";"04";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";272;545
"2005";"2. Quartal";"05";"Deutschland";"Deutschland";"Deutschland";112260;263344
"2005";"2. Quartal";"05";"Belgien";"Europa ohne Deutschland";"Ausland";598;1125
"2005";"2. Quartal";"05";"D‰nemark";"Europa ohne Deutschland";"Ausland";446;1039
"2005";"2. Quartal";"05";"Frankreich";"Europa ohne Deutschland";"Ausland";1019;1936
"2005";"2. Quartal";"05";"Italien";"Europa ohne Deutschland";"Ausland";1222;2044
"2005";"2. Quartal";"05";"Niederlande";"Europa ohne Deutschland";"Ausland";1217;2980
"2005";"2. Quartal";"05";"÷sterreich";"Europa ohne Deutschland";"Ausland";1567;3763
"2005";"2. Quartal";"05";"Polen";"Europa ohne Deutschland";"Ausland";336;641
"2005";"2. Quartal";"05";"Schweden";"Europa ohne Deutschland";"Ausland";842;1337
"2005";"2. Quartal";"05";"Schweiz";"Europa ohne Deutschland";"Ausland";2179;5993
"2005";"2. Quartal";"05";"Russland";"Europa ohne Deutschland";"Ausland";320;730
"2005";"2. Quartal";"05";"Spanien";"Europa ohne Deutschland";"Ausland";360;801
"2005";"2. Quartal";"05";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";241;523
"2005";"2. Quartal";"05";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1411;3157
"2005";"2. Quartal";"05";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1182;2709
"2005";"2. Quartal";"05";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";134;330
"2005";"2. Quartal";"05";"USA";"Amerika";"Ausland";2156;5267
"2005";"2. Quartal";"05";"Kanada";"Amerika";"Ausland";372;722
"2005";"2. Quartal";"05";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";220;447
"2005";"2. Quartal";"05";"China";"Asien";"Ausland";164;320
"2005";"2. Quartal";"05";"Japan";"Asien";"Ausland";1953;4327
"2005";"2. Quartal";"05";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";799;1349
"2005";"2. Quartal";"05";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";298;651
"2005";"2. Quartal";"05";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";158;442
"2005";"2. Quartal";"06";"Deutschland";"Deutschland";"Deutschland";103670;229712
"2005";"2. Quartal";"06";"Belgien";"Europa ohne Deutschland";"Ausland";515;1293
"2005";"2. Quartal";"06";"D‰nemark";"Europa ohne Deutschland";"Ausland";502;1200
"2005";"2. Quartal";"06";"Frankreich";"Europa ohne Deutschland";"Ausland";880;1922
"2005";"2. Quartal";"06";"Italien";"Europa ohne Deutschland";"Ausland";1305;2363
"2005";"2. Quartal";"06";"Niederlande";"Europa ohne Deutschland";"Ausland";970;2323
"2005";"2. Quartal";"06";"÷sterreich";"Europa ohne Deutschland";"Ausland";1399;3142
"2005";"2. Quartal";"06";"Polen";"Europa ohne Deutschland";"Ausland";395;689
"2005";"2. Quartal";"06";"Schweden";"Europa ohne Deutschland";"Ausland";625;860
"2005";"2. Quartal";"06";"Schweiz";"Europa ohne Deutschland";"Ausland";2113;4825
"2005";"2. Quartal";"06";"Russland";"Europa ohne Deutschland";"Ausland";314;663
"2005";"2. Quartal";"06";"Spanien";"Europa ohne Deutschland";"Ausland";319;731
"2005";"2. Quartal";"06";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";309;461
"2005";"2. Quartal";"06";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1545;3204
"2005";"2. Quartal";"06";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1799;3911
"2005";"2. Quartal";"06";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";106;226
"2005";"2. Quartal";"06";"USA";"Amerika";"Ausland";3367;7259
"2005";"2. Quartal";"06";"Kanada";"Amerika";"Ausland";345;680
"2005";"2. Quartal";"06";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";344;688
"2005";"2. Quartal";"06";"China";"Asien";"Ausland";176;393
"2005";"2. Quartal";"06";"Japan";"Asien";"Ausland";2400;4720
"2005";"2. Quartal";"06";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1104;2158
"2005";"2. Quartal";"06";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";448;894
"2005";"2. Quartal";"06";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";141;247
"2005";"3. Quartal";"07";"Deutschland";"Deutschland";"Deutschland";99233;225574
"2005";"3. Quartal";"07";"Belgien";"Europa ohne Deutschland";"Ausland";863;1772
"2005";"3. Quartal";"07";"D‰nemark";"Europa ohne Deutschland";"Ausland";851;1528
"2005";"3. Quartal";"07";"Frankreich";"Europa ohne Deutschland";"Ausland";1048;2367
"2005";"3. Quartal";"07";"Italien";"Europa ohne Deutschland";"Ausland";2121;3452
"2005";"3. Quartal";"07";"Niederlande";"Europa ohne Deutschland";"Ausland";1653;3449
"2005";"3. Quartal";"07";"÷sterreich";"Europa ohne Deutschland";"Ausland";1260;2641
"2005";"3. Quartal";"07";"Polen";"Europa ohne Deutschland";"Ausland";389;670
"2005";"3. Quartal";"07";"Schweden";"Europa ohne Deutschland";"Ausland";1389;1737
"2005";"3. Quartal";"07";"Schweiz";"Europa ohne Deutschland";"Ausland";2453;5190
"2005";"3. Quartal";"07";"Russland";"Europa ohne Deutschland";"Ausland";347;672
"2005";"3. Quartal";"07";"Spanien";"Europa ohne Deutschland";"Ausland";909;1933
"2005";"3. Quartal";"07";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";191;304
"2005";"3. Quartal";"07";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1811;4257
"2005";"3. Quartal";"07";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2253;4135
"2005";"3. Quartal";"07";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";79;226
"2005";"3. Quartal";"07";"USA";"Amerika";"Ausland";3040;7191
"2005";"3. Quartal";"07";"Kanada";"Amerika";"Ausland";344;679
"2005";"3. Quartal";"07";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";500;972
"2005";"3. Quartal";"07";"China";"Asien";"Ausland";281;469
"2005";"3. Quartal";"07";"Japan";"Asien";"Ausland";1802;4005
"2005";"3. Quartal";"07";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1251;2292
"2005";"3. Quartal";"07";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";523;1129
"2005";"3. Quartal";"07";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";193;258
"2005";"3. Quartal";"08";"Deutschland";"Deutschland";"Deutschland";105381;245905
"2005";"3. Quartal";"08";"Belgien";"Europa ohne Deutschland";"Ausland";474;1076
"2005";"3. Quartal";"08";"D‰nemark";"Europa ohne Deutschland";"Ausland";671;1810
"2005";"3. Quartal";"08";"Frankreich";"Europa ohne Deutschland";"Ausland";1408;2584
"2005";"3. Quartal";"08";"Italien";"Europa ohne Deutschland";"Ausland";6573;9946
"2005";"3. Quartal";"08";"Niederlande";"Europa ohne Deutschland";"Ausland";1420;3120
"2005";"3. Quartal";"08";"÷sterreich";"Europa ohne Deutschland";"Ausland";1779;3670
"2005";"3. Quartal";"08";"Polen";"Europa ohne Deutschland";"Ausland";425;675
"2005";"3. Quartal";"08";"Schweden";"Europa ohne Deutschland";"Ausland";742;935
"2005";"3. Quartal";"08";"Schweiz";"Europa ohne Deutschland";"Ausland";2178;5286
"2005";"3. Quartal";"08";"Russland";"Europa ohne Deutschland";"Ausland";662;1009
"2005";"3. Quartal";"08";"Spanien";"Europa ohne Deutschland";"Ausland";1396;2412
"2005";"3. Quartal";"08";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";224;383
"2005";"3. Quartal";"08";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1763;3818
"2005";"3. Quartal";"08";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2547;5883
"2005";"3. Quartal";"08";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";72;208
"2005";"3. Quartal";"08";"USA";"Amerika";"Ausland";1964;5347
"2005";"3. Quartal";"08";"Kanada";"Amerika";"Ausland";235;461
"2005";"3. Quartal";"08";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";278;457
"2005";"3. Quartal";"08";"China";"Asien";"Ausland";104;215
"2005";"3. Quartal";"08";"Japan";"Asien";"Ausland";2228;4024
"2005";"3. Quartal";"08";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1160;1994
"2005";"3. Quartal";"08";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";380;851
"2005";"3. Quartal";"08";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";63;171
"2005";"3. Quartal";"09";"Deutschland";"Deutschland";"Deutschland";115589;251013
"2005";"3. Quartal";"09";"Belgien";"Europa ohne Deutschland";"Ausland";633;1340
"2005";"3. Quartal";"09";"D‰nemark";"Europa ohne Deutschland";"Ausland";1032;1761
"2005";"3. Quartal";"09";"Frankreich";"Europa ohne Deutschland";"Ausland";964;2053
"2005";"3. Quartal";"09";"Italien";"Europa ohne Deutschland";"Ausland";1274;2552
"2005";"3. Quartal";"09";"Niederlande";"Europa ohne Deutschland";"Ausland";880;2227
"2005";"3. Quartal";"09";"÷sterreich";"Europa ohne Deutschland";"Ausland";1441;3564
"2005";"3. Quartal";"09";"Polen";"Europa ohne Deutschland";"Ausland";376;640
"2005";"3. Quartal";"09";"Schweden";"Europa ohne Deutschland";"Ausland";958;1219
"2005";"3. Quartal";"09";"Schweiz";"Europa ohne Deutschland";"Ausland";2590;6181
"2005";"3. Quartal";"09";"Russland";"Europa ohne Deutschland";"Ausland";373;1160
"2005";"3. Quartal";"09";"Spanien";"Europa ohne Deutschland";"Ausland";400;837
"2005";"3. Quartal";"09";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";300;680
"2005";"3. Quartal";"09";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1729;4054
"2005";"3. Quartal";"09";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1462;3291
"2005";"3. Quartal";"09";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";106;174
"2005";"3. Quartal";"09";"USA";"Amerika";"Ausland";2598;6263
"2005";"3. Quartal";"09";"Kanada";"Amerika";"Ausland";371;869
"2005";"3. Quartal";"09";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";431;936
"2005";"3. Quartal";"09";"China";"Asien";"Ausland";189;387
"2005";"3. Quartal";"09";"Japan";"Asien";"Ausland";3056;5672
"2005";"3. Quartal";"09";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";994;2182
"2005";"3. Quartal";"09";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";480;1060
"2005";"3. Quartal";"09";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";97;180
"2005";"4. Quartal";"10";"Deutschland";"Deutschland";"Deutschland";108200;252950
"2005";"4. Quartal";"10";"Belgien";"Europa ohne Deutschland";"Ausland";438;856
"2005";"4. Quartal";"10";"D‰nemark";"Europa ohne Deutschland";"Ausland";387;834
"2005";"4. Quartal";"10";"Frankreich";"Europa ohne Deutschland";"Ausland";776;1649
"2005";"4. Quartal";"10";"Italien";"Europa ohne Deutschland";"Ausland";604;1289
"2005";"4. Quartal";"10";"Niederlande";"Europa ohne Deutschland";"Ausland";974;2154
"2005";"4. Quartal";"10";"÷sterreich";"Europa ohne Deutschland";"Ausland";1325;3172
"2005";"4. Quartal";"10";"Polen";"Europa ohne Deutschland";"Ausland";455;1431
"2005";"4. Quartal";"10";"Schweden";"Europa ohne Deutschland";"Ausland";457;624
"2005";"4. Quartal";"10";"Schweiz";"Europa ohne Deutschland";"Ausland";1995;4826
"2005";"4. Quartal";"10";"Russland";"Europa ohne Deutschland";"Ausland";303;792
"2005";"4. Quartal";"10";"Spanien";"Europa ohne Deutschland";"Ausland";280;583
"2005";"4. Quartal";"10";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";364;730
"2005";"4. Quartal";"10";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1238;2880
"2005";"4. Quartal";"10";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1080;2153
"2005";"4. Quartal";"10";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";74;358
"2005";"4. Quartal";"10";"USA";"Amerika";"Ausland";2061;5779
"2005";"4. Quartal";"10";"Kanada";"Amerika";"Ausland";203;408
"2005";"4. Quartal";"10";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";312;587
"2005";"4. Quartal";"10";"China";"Asien";"Ausland";163;427
"2005";"4. Quartal";"10";"Japan";"Asien";"Ausland";3098;4839
"2005";"4. Quartal";"10";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";705;1227
"2005";"4. Quartal";"10";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";332;687
"2005";"4. Quartal";"10";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";69;174
"2005";"4. Quartal";"11";"Deutschland";"Deutschland";"Deutschland";102810;212972
"2005";"4. Quartal";"11";"Belgien";"Europa ohne Deutschland";"Ausland";269;559
"2005";"4. Quartal";"11";"D‰nemark";"Europa ohne Deutschland";"Ausland";335;807
"2005";"4. Quartal";"11";"Frankreich";"Europa ohne Deutschland";"Ausland";584;1455
"2005";"4. Quartal";"11";"Italien";"Europa ohne Deutschland";"Ausland";530;1006
"2005";"4. Quartal";"11";"Niederlande";"Europa ohne Deutschland";"Ausland";683;1565
"2005";"4. Quartal";"11";"÷sterreich";"Europa ohne Deutschland";"Ausland";1055;2524
"2005";"4. Quartal";"11";"Polen";"Europa ohne Deutschland";"Ausland";223;334
"2005";"4. Quartal";"11";"Schweden";"Europa ohne Deutschland";"Ausland";282;401
"2005";"4. Quartal";"11";"Schweiz";"Europa ohne Deutschland";"Ausland";2228;7335
"2005";"4. Quartal";"11";"Russland";"Europa ohne Deutschland";"Ausland";392;1082
"2005";"4. Quartal";"11";"Spanien";"Europa ohne Deutschland";"Ausland";249;529
"2005";"4. Quartal";"11";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";346;542
"2005";"4. Quartal";"11";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1146;2784
"2005";"4. Quartal";"11";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1035;2126
"2005";"4. Quartal";"11";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";56;141
"2005";"4. Quartal";"11";"USA";"Amerika";"Ausland";1759;4870
"2005";"4. Quartal";"11";"Kanada";"Amerika";"Ausland";271;585
"2005";"4. Quartal";"11";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";122;198
"2005";"4. Quartal";"11";"China";"Asien";"Ausland";81;164
"2005";"4. Quartal";"11";"Japan";"Asien";"Ausland";2682;4097
"2005";"4. Quartal";"11";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";464;1171
"2005";"4. Quartal";"11";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";202;420
"2005";"4. Quartal";"11";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";92;248
"2005";"4. Quartal";"12";"Deutschland";"Deutschland";"Deutschland";121009;252104
"2005";"4. Quartal";"12";"Belgien";"Europa ohne Deutschland";"Ausland";159;290
"2005";"4. Quartal";"12";"D‰nemark";"Europa ohne Deutschland";"Ausland";141;450
"2005";"4. Quartal";"12";"Frankreich";"Europa ohne Deutschland";"Ausland";485;991
"2005";"4. Quartal";"12";"Italien";"Europa ohne Deutschland";"Ausland";706;1591
"2005";"4. Quartal";"12";"Niederlande";"Europa ohne Deutschland";"Ausland";1175;2620
"2005";"4. Quartal";"12";"÷sterreich";"Europa ohne Deutschland";"Ausland";986;2683
"2005";"4. Quartal";"12";"Polen";"Europa ohne Deutschland";"Ausland";274;454
"2005";"4. Quartal";"12";"Schweden";"Europa ohne Deutschland";"Ausland";84;132
"2005";"4. Quartal";"12";"Schweiz";"Europa ohne Deutschland";"Ausland";1938;5457
"2005";"4. Quartal";"12";"Russland";"Europa ohne Deutschland";"Ausland";164;499
"2005";"4. Quartal";"12";"Spanien";"Europa ohne Deutschland";"Ausland";244;558
"2005";"4. Quartal";"12";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";400;656
"2005";"4. Quartal";"12";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1122;2779
"2005";"4. Quartal";"12";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";726;1333
"2005";"4. Quartal";"12";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";59;157
"2005";"4. Quartal";"12";"USA";"Amerika";"Ausland";1065;2456
"2005";"4. Quartal";"12";"Kanada";"Amerika";"Ausland";65;161
"2005";"4. Quartal";"12";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";197;344
"2005";"4. Quartal";"12";"China";"Asien";"Ausland";79;147
"2005";"4. Quartal";"12";"Japan";"Asien";"Ausland";3587;5023
"2005";"4. Quartal";"12";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";307;612
"2005";"4. Quartal";"12";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";211;393
"2005";"4. Quartal";"12";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";121;236
"2006";"1. Quartal";"01";"Deutschland";"Deutschland";"Deutschland";58761;115435
"2006";"1. Quartal";"01";"Belgien";"Europa ohne Deutschland";"Ausland";162;256
"2006";"1. Quartal";"01";"D‰nemark";"Europa ohne Deutschland";"Ausland";93;178
"2006";"1. Quartal";"01";"Frankreich";"Europa ohne Deutschland";"Ausland";415;860
"2006";"1. Quartal";"01";"Italien";"Europa ohne Deutschland";"Ausland";518;996
"2006";"1. Quartal";"01";"Niederlande";"Europa ohne Deutschland";"Ausland";547;1145
"2006";"1. Quartal";"01";"÷sterreich";"Europa ohne Deutschland";"Ausland";504;1038
"2006";"1. Quartal";"01";"Polen";"Europa ohne Deutschland";"Ausland";387;578
"2006";"1. Quartal";"01";"Schweden";"Europa ohne Deutschland";"Ausland";91;143
"2006";"1. Quartal";"01";"Schweiz";"Europa ohne Deutschland";"Ausland";628;1255
"2006";"1. Quartal";"01";"Russland";"Europa ohne Deutschland";"Ausland";343;664
"2006";"1. Quartal";"01";"Spanien";"Europa ohne Deutschland";"Ausland";125;350
"2006";"1. Quartal";"01";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";249;387
"2006";"1. Quartal";"01";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";661;1253
"2006";"1. Quartal";"01";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";680;1828
"2006";"1. Quartal";"01";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";41;91
"2006";"1. Quartal";"01";"USA";"Amerika";"Ausland";1083;2491
"2006";"1. Quartal";"01";"Kanada";"Amerika";"Ausland";70;111
"2006";"1. Quartal";"01";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";150;263
"2006";"1. Quartal";"01";"China";"Asien";"Ausland";71;159
"2006";"1. Quartal";"01";"Japan";"Asien";"Ausland";1432;2341
"2006";"1. Quartal";"01";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";373;667
"2006";"1. Quartal";"01";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";198;346
"2006";"1. Quartal";"01";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";38;42
"2006";"1. Quartal";"02";"Deutschland";"Deutschland";"Deutschland";61176;123491
"2006";"1. Quartal";"02";"Belgien";"Europa ohne Deutschland";"Ausland";142;278
"2006";"1. Quartal";"02";"D‰nemark";"Europa ohne Deutschland";"Ausland";119;246
"2006";"1. Quartal";"02";"Frankreich";"Europa ohne Deutschland";"Ausland";363;928
"2006";"1. Quartal";"02";"Italien";"Europa ohne Deutschland";"Ausland";386;762
"2006";"1. Quartal";"02";"Niederlande";"Europa ohne Deutschland";"Ausland";1039;1806
"2006";"1. Quartal";"02";"÷sterreich";"Europa ohne Deutschland";"Ausland";517;1218
"2006";"1. Quartal";"02";"Polen";"Europa ohne Deutschland";"Ausland";241;389
"2006";"1. Quartal";"02";"Schweden";"Europa ohne Deutschland";"Ausland";102;280
"2006";"1. Quartal";"02";"Schweiz";"Europa ohne Deutschland";"Ausland";461;1051
"2006";"1. Quartal";"02";"Russland";"Europa ohne Deutschland";"Ausland";290;557
"2006";"1. Quartal";"02";"Spanien";"Europa ohne Deutschland";"Ausland";133;465
"2006";"1. Quartal";"02";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";209;418
"2006";"1. Quartal";"02";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";567;1477
"2006";"1. Quartal";"02";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";692;1436
"2006";"1. Quartal";"02";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";43;145
"2006";"1. Quartal";"02";"USA";"Amerika";"Ausland";692;2237
"2006";"1. Quartal";"02";"Kanada";"Amerika";"Ausland";78;219
"2006";"1. Quartal";"02";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";108;216
"2006";"1. Quartal";"02";"China";"Asien";"Ausland";75;154
"2006";"1. Quartal";"02";"Japan";"Asien";"Ausland";1049;2185
"2006";"1. Quartal";"02";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";265;771
"2006";"1. Quartal";"02";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";69;136
"2006";"1. Quartal";"02";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";53;109
"2006";"1. Quartal";"03";"Deutschland";"Deutschland";"Deutschland";103149;215801
"2006";"1. Quartal";"03";"Belgien";"Europa ohne Deutschland";"Ausland";314;641
"2006";"1. Quartal";"03";"D‰nemark";"Europa ohne Deutschland";"Ausland";183;365
"2006";"1. Quartal";"03";"Frankreich";"Europa ohne Deutschland";"Ausland";656;1502
"2006";"1. Quartal";"03";"Italien";"Europa ohne Deutschland";"Ausland";621;1339
"2006";"1. Quartal";"03";"Niederlande";"Europa ohne Deutschland";"Ausland";645;1409
"2006";"1. Quartal";"03";"÷sterreich";"Europa ohne Deutschland";"Ausland";1406;3062
"2006";"1. Quartal";"03";"Polen";"Europa ohne Deutschland";"Ausland";467;847
"2006";"1. Quartal";"03";"Schweden";"Europa ohne Deutschland";"Ausland";268;564
