"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Auftragseingang insgesamt (in 1000 Euro)";"Auftragseingang Ausland (in 1000 Euro)";"Auftragseingang Eurozone (in 1000 Euro)";"Umsatz insgesamt aus Auftragseingang (in 1000 Euro)";"Umsazu Ausland aus Auftragseingang (in 1000 Euro)";"Umsatz Eurozone aus Auftragseingang (in 1000 Euro)"
"2018";"3. Quartal";"09";"28-Maschinenbau";57443;28906;6977;65345;28790;4193
"2018";"3. Quartal";"09";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"3. Quartal";"09";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"4. Quartal";"10";"";423413;262661;171063;390141;213595;120831
"2018";"4. Quartal";"10";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"4. Quartal";"10";"20-Herst. von chemischen Erzeugnissen";7159;2851;2124;8747;2970;1979
"2018";"4. Quartal";"10";"21-Herst. von pharmazeutischen Erzeugnissen";31925;0;0;33931;0;0
"2018";"4. Quartal";"10";"25-Herst. von Metallerzeugnissen";16890;1428;1284;7555;0;0
"2018";"4. Quartal";"10";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";233777;156294;123096;173358;91682;57030
"2018";"4. Quartal";"10";"27-Herst. von elektrischen Ausrüstungen";17877;6656;2094;18913;8069;2231
"2018";"4. Quartal";"10";"28-Maschinenbau";61638;42549;9813;67795;48526;24796
"2018";"4. Quartal";"10";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"4. Quartal";"10";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"4. Quartal";"11";"";446123;275563;180343;454399;285680;174029
"2018";"4. Quartal";"11";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"4. Quartal";"11";"20-Herst. von chemischen Erzeugnissen";7110;2652;1749;7715;2611;1755
"2018";"4. Quartal";"11";"21-Herst. von pharmazeutischen Erzeugnissen";30934;0;0;33191;0;0
"2018";"4. Quartal";"11";"25-Herst. von Metallerzeugnissen";7579;0;0;7782;0;0
"2018";"4. Quartal";"11";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";237478;159564;126071;225267;151600;120355
"2018";"4. Quartal";"11";"27-Herst. von elektrischen Ausrüstungen";33250;18718;3575;24699;8980;1570
"2018";"4. Quartal";"11";"28-Maschinenbau";84811;44497;14210;62537;43575;4107
"2018";"4. Quartal";"11";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"4. Quartal";"11";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"4. Quartal";"12";"";461240;309066;190920;463643;288136;188114
"2018";"4. Quartal";"12";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"4. Quartal";"12";"20-Herst. von chemischen Erzeugnissen";5461;1995;1530;5427;2140;1479
"2018";"4. Quartal";"12";"21-Herst. von pharmazeutischen Erzeugnissen";24897;0;0;25330;0;0
"2018";"4. Quartal";"12";"25-Herst. von Metallerzeugnissen";8363;1674;1363;14693;1795;1090
"2018";"4. Quartal";"12";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";222509;155129;125426;244700;178283;139899
"2018";"4. Quartal";"12";"27-Herst. von elektrischen Ausrüstungen";24802;12767;1493;29778;13107;1097
"2018";"4. Quartal";"12";"28-Maschinenbau";96773;71337;17050;80271;35469;6674
"2018";"4. Quartal";"12";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"4. Quartal";"12";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"1. Quartal";"01";"";461453;294221;155505;411963;250486;130848
"2019";"1. Quartal";"01";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"1. Quartal";"01";"20-Herst. von chemischen Erzeugnissen";5684;2686;1659;5444;2628;1791
"2019";"1. Quartal";"01";"21-Herst. von pharmazeutischen Erzeugnissen";26316;0;0;28583;0;0
"2019";"1. Quartal";"01";"25-Herst. von Metallerzeugnissen";13132;0;0;7051;0;0
"2019";"1. Quartal";"01";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";236090;139777;97852;205631;113747;81741
"2019";"1. Quartal";"01";"27-Herst. von elektrischen Ausrüstungen";25163;9823;4000;17361;5967;1226
"2019";"1. Quartal";"01";"28-Maschinenbau";70793;56331;9007;68011;55167;6591
"2019";"1. Quartal";"01";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"1. Quartal";"01";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"1. Quartal";"02";"";385930;246746;147838;383013;241224;132362
"2019";"1. Quartal";"02";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"1. Quartal";"02";"20-Herst. von chemischen Erzeugnissen";5250;1952;1344;5123;2188;1420
"2019";"1. Quartal";"02";"21-Herst. von pharmazeutischen Erzeugnissen";24375;0;0;24629;0;0
"2019";"1. Quartal";"02";"25-Herst. von Metallerzeugnissen";7168;1507;1376;6447;0;0
"2019";"1. Quartal";"02";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";196725;130419;96871;194513;126920;93350
"2019";"1. Quartal";"02";"27-Herst. von elektrischen Ausrüstungen";20687;0;0;19111;0;0
"2019";"1. Quartal";"02";"28-Maschinenbau";64411;38457;12599;57054;40741;4345
"2019";"1. Quartal";"02";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"1. Quartal";"02";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"1. Quartal";"03";"";437400;257017;137468;519089;355863;253029
"2019";"1. Quartal";"03";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"1. Quartal";"03";"20-Herst. von chemischen Erzeugnissen";6251;2646;1706;6545;2595;1652
"2019";"1. Quartal";"03";"21-Herst. von pharmazeutischen Erzeugnissen";24084;0;0;24683;0;0
"2019";"1. Quartal";"03";"25-Herst. von Metallerzeugnissen";6681;0;0;6755;0;0
"2019";"1. Quartal";"03";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";214657;131904;97820;329039;0;0
"2019";"1. Quartal";"03";"27-Herst. von elektrischen Ausrüstungen";31919;13395;3985;24285;9635;2970
"2019";"1. Quartal";"03";"28-Maschinenbau";73551;47068;4127;47922;28471;6036
"2019";"1. Quartal";"03";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"1. Quartal";"03";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"2. Quartal";"04";"";442520;254740;144561;442341;297528;192738
"2019";"2. Quartal";"04";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"2. Quartal";"04";"20-Herst. von chemischen Erzeugnissen";5522;2334;1988;5758;2445;1713
"2019";"2. Quartal";"04";"21-Herst. von pharmazeutischen Erzeugnissen";22893;0;0;24193;0;0
"2019";"2. Quartal";"04";"25-Herst. von Metallerzeugnissen";5660;0;0;5817;0;0
"2019";"2. Quartal";"04";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";200902;129920;96546;248595;0;0
"2019";"2. Quartal";"04";"27-Herst. von elektrischen Ausrüstungen";28497;12152;1349;19307;9094;4079
"2019";"2. Quartal";"04";"28-Maschinenbau";87143;47348;14018;55228;40430;6869
"2019";"2. Quartal";"04";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"2. Quartal";"04";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"2. Quartal";"05";"";403475;248830;131157;489177;318788;189334
"2019";"2. Quartal";"05";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"2. Quartal";"05";"20-Herst. von chemischen Erzeugnissen";6187;2449;1701;5690;2191;1494
"2019";"2. Quartal";"05";"21-Herst. von pharmazeutischen Erzeugnissen";24150;0;0;26417;0;0
"2019";"2. Quartal";"05";"25-Herst. von Metallerzeugnissen";6288;0;0;5977;0;0
"2019";"2. Quartal";"05";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";209204;131996;96029;258772;177805;137377
"2019";"2. Quartal";"05";"27-Herst. von elektrischen Ausrüstungen";16062;4650;645;20631;8716;2448
"2019";"2. Quartal";"05";"28-Maschinenbau";66792;51130;4005;89093;64406;16405
"2019";"2. Quartal";"05";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"2. Quartal";"05";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"2. Quartal";"06";"";342771;214897;127165;384860;246963;131675
"2019";"2. Quartal";"06";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"2. Quartal";"06";"20-Herst. von chemischen Erzeugnissen";5509;2531;1578;5481;2446;1714
"2019";"2. Quartal";"06";"21-Herst. von pharmazeutischen Erzeugnissen";22762;0;0;24990;0;0
"2019";"2. Quartal";"06";"25-Herst. von Metallerzeugnissen";5765;0;0;5385;0;0
"2019";"2. Quartal";"06";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";178768;127709;92005;179058;120292;85092
"2019";"2. Quartal";"06";"27-Herst. von elektrischen Ausrüstungen";22180;6002;1237;27380;17833;8483
"2019";"2. Quartal";"06";"28-Maschinenbau";56305;37295;7804;64077;45467;7371
"2019";"2. Quartal";"06";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"2. Quartal";"06";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2019";"3. Quartal";"07";"";442091;259604;152127;372929;204941;124279
"2019";"3. Quartal";"07";"13-Herst. von Textilien";0;0;0;0;0;0
"2019";"3. Quartal";"07";"20-Herst. von chemischen Erzeugnissen";6428;2391;1484;5794;2661;1736
"2019";"3. Quartal";"07";"21-Herst. von pharmazeutischen Erzeugnissen";23298;0;0;26417;0;0
"2019";"3. Quartal";"07";"25-Herst. von Metallerzeugnissen";6702;0;0;7486;0;0
"2019";"3. Quartal";"07";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";215444;137295;99137;184657;110403;74932
"2019";"3. Quartal";"07";"27-Herst. von elektrischen Ausrüstungen";23723;13438;7206;20149;10564;3817
"2019";"3. Quartal";"07";"28-Maschinenbau";82057;51654;4601;72449;41277;14604
"2019";"3. Quartal";"07";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2019";"3. Quartal";"07";"30-Sonstiger Fahrzeugbau";0;0;0;33397;0;0
